age,gender,education,country,ethnicity,nscore,escore,oscore,ascore,cscore,choc
1,Female,3,UK,Mixed-Black/Asian,48,36,52,43,35,6
0,Female,3,New Zealand,Mixed-Black/Asian,34,49,55,44,31,4
0,Female,4,UK,Mixed-Black/Asian,40,44,44,37,42,6
1,Male,2,UK,Mixed-Black/Asian,39,48,45,38,34,6
0,Male,4,Australia,Mixed-Black/Asian,24,41,51,35,30,5
0,Male,3,UK,Mixed-Black/Asian,46,46,48,32,35,5
0,Male,0,UK,Mixed-Black/Asian,46,38,47,33,37,5
0,Female,4,UK,Mixed-Black/Asian,33,44,48,40,42,6
1,Female,0,UK,Mixed-Black/Asian,31,22,30,42,41,5
0,Male,4,UK,Mixed-Black/Asian,45,38,46,43,39,5
0,Female,5,UK,Mixed-Black/Asian,42,49,50,44,48,3
1,Male,5,UK,Mixed-Black/Asian,41,44,54,42,31,4
2,Female,0,UK,Mixed-Black/Asian,47,36,47,47,30,6
0,Female,4,UK,Other,26,52,54,44,46,4
0,Male,0,UK,Mixed-Black/Asian,37,41,53,40,41,5
0,Male,5,Australia,Mixed-White/Asian,46,31,53,29,38,4
0,Male,4,Australia,Mixed-Black/Asian,51,37,49,47,45,6
0,Female,5,Canada,Mixed-Black/Asian,43,37,50,47,41,4
0,Female,4,UK,Mixed-Black/Asian,36,32,46,45,46,4
4,Female,2,UK,Mixed-Black/Asian,37,44,50,41,46,6
3,Male,2,Canada,Mixed-Black/Asian,21,45,54,47,42,5
0,Female,5,UK,Mixed-Black/Asian,36,45,52,40,50,5
1,Female,0,UK,Mixed-Black/Asian,39,42,52,50,36,5
0,Male,5,Canada,Mixed-Black/Asian,35,41,49,34,45,5
3,Male,4,Canada,Mixed-Black/Asian,40,40,48,47,42,6
2,Male,5,Canada,Mixed-Black/Asian,46,30,43,42,35,5
1,Male,5,Canada,Mixed-Black/Asian,24,45,37,36,41,4
3,Male,5,Canada,Mixed-Black/Asian,27,26,36,52,48,6
1,Male,5,Canada,Mixed-Black/Asian,41,40,39,44,31,6
3,Male,5,Canada,Mixed-Black/Asian,24,51,46,44,54,5
3,Male,3,Canada,Mixed-Black/Asian,24,38,30,53,32,6
4,Female,5,Canada,Mixed-Black/Asian,37,36,40,40,32,6
3,Male,3,Canada,Mixed-Black/Asian,30,38,44,51,46,6
3,Male,2,Canada,Mixed-Black/Asian,31,39,55,43,48,6
2,Male,2,Canada,Mixed-Black/Asian,27,39,49,40,49,6
3,Male,0,Canada,Mixed-White/Black,43,39,54,40,47,4
2,Male,0,Canada,Mixed-Black/Asian,39,28,32,36,31,6
2,Male,5,Canada,Mixed-Black/Asian,32,31,32,45,40,6
1,Male,5,Canada,Mixed-White/Asian,36,34,44,40,37,5
3,Male,5,Canada,Mixed-Black/Asian,49,35,48,52,43,6
2,Male,5,Canada,Mixed-Black/Asian,26,36,46,34,46,5
1,Male,2,Canada,Mixed-Black/Asian,50,31,41,37,42,4
1,Male,0,Canada,Mixed-Black/Asian,27,45,42,39,42,5
3,Male,2,Canada,Mixed-Black/Asian,32,34,43,35,41,5
3,Male,5,Canada,Mixed-Black/Asian,29,42,44,45,36,4
1,Male,4,Canada,Mixed-Black/Asian,50,36,53,50,36,6
1,Male,3,Canada,Mixed-Black/Asian,39,46,39,44,46,5
3,Male,5,Canada,Mixed-Black/Asian,36,39,41,45,46,6
1,Male,3,Canada,Mixed-Black/Asian,32,34,38,47,42,6
2,Male,0,Canada,Mixed-Black/Asian,28,40,38,41,44,6
1,Male,2,Canada,Mixed-Black/Asian,53,33,44,31,26,5
2,Male,3,Canada,Mixed-Black/Asian,37,32,43,47,44,6
2,Male,5,Canada,Mixed-Black/Asian,40,40,38,32,42,5
1,Male,2,Canada,Mixed-Black/Asian,35,37,43,54,44,6
1,Male,3,Canada,Mixed-Black/Asian,24,39,38,49,43,3
4,Male,5,Canada,Mixed-Black/Asian,34,39,47,48,38,6
2,Male,4,Australia,Mixed-Black/Asian,52,33,33,48,34,5
2,Female,0,Australia,Mixed-Black/Asian,52,39,52,36,39,5
2,Male,2,Canada,Mixed-Black/Asian,26,41,49,41,46,5
3,Male,3,Canada,Mixed-Black/Asian,21,35,34,44,53,6
0,Female,4,UK,Mixed-Black/Asian,31,47,50,39,33,6
1,Male,4,UK,Mixed-White/Black,35,49,58,37,38,6
2,Male,3,UK,Mixed-Black/Asian,25,38,51,49,49,4
0,Male,5,Canada,Black,42,41,38,45,38,6
0,Female,5,Canada,Black,44,44,40,28,48,0
0,Female,4,UK,Mixed-Black/Asian,24,51,48,50,45,5
0,Male,4,Canada,Mixed-White/Asian,23,40,47,44,40,6
0,Male,4,UK,Mixed-Black/Asian,44,25,49,35,27,6
0,Female,4,UK,Mixed-Black/Asian,54,33,46,35,32,6
0,Female,4,UK,Other,20,52,60,48,44,6
0,Female,4,UK,Mixed-Black/Asian,43,43,41,33,38,5
2,Male,5,UK,Mixed-Black/Asian,30,43,58,40,41,6
0,Male,4,UK,Mixed-Black/Asian,35,46,46,36,39,5
0,Female,2,Canada,Mixed-Black/Asian,31,42,52,42,47,6
0,Female,4,Australia,Mixed-White/Asian,47,28,46,36,34,5
1,Female,3,Canada,Mixed-Black/Asian,33,45,48,41,43,4
1,Female,4,UK,Mixed-Black/Asian,53,32,49,32,32,0
1,Male,2,UK,Mixed-Black/Asian,43,53,54,38,51,5
0,Male,4,UK,Mixed-Black/Asian,53,23,51,38,34,6
0,Female,4,UK,Mixed-Black/Asian,36,36,54,48,33,6
0,Male,4,UK,Mixed-Black/Asian,32,43,45,37,50,5
0,Female,4,UK,Mixed-White/Asian,32,40,50,42,38,6
2,Male,5,UK,Mixed-Black/Asian,19,43,50,34,38,6
1,Female,4,UK,Mixed-Black/Asian,45,39,56,44,44,4
2,Male,4,UK,Mixed-Black/Asian,30,33,55,45,37,5
0,Male,4,UK,Mixed-Black/Asian,38,48,47,49,49,5
0,Female,5,UK,Mixed-Black/Asian,29,49,55,52,49,6
2,Female,5,USA,Mixed-Black/Asian,35,36,39,39,45,4
0,Male,4,UK,Mixed-Black/Asian,31,45,56,49,31,5
0,Female,4,USA,Mixed-Black/Asian,58,22,53,43,23,6
1,Female,4,UK,Mixed-Black/Asian,32,44,57,39,44,5
1,Female,2,Canada,Mixed-Black/Asian,27,31,45,38,43,6
1,Male,5,Australia,Mixed-White/Asian,32,43,47,46,42,3
1,Male,2,Republic of Ireland,Mixed-Black/Asian,23,56,51,56,44,6
0,Female,0,Australia,Mixed-Black/Asian,41,34,39,38,40,4
0,Male,4,Canada,Mixed-Black/Asian,33,42,48,46,47,6
2,Male,2,UK,Mixed-Black/Asian,26,52,52,40,53,6
0,Male,4,UK,Mixed-Black/Asian,24,54,29,33,31,5
2,Female,5,UK,Mixed-Black/Asian,27,46,50,49,49,6
0,Female,5,Australia,Mixed-Black/Asian,20,47,51,41,50,5
1,Female,3,UK,Mixed-Black/Asian,27,39,51,31,39,5
1,Male,5,Canada,Mixed-Black/Asian,36,45,34,34,46,4
0,Male,4,UK,Black,40,31,43,49,41,4
2,Female,5,UK,Mixed-Black/Asian,29,38,44,42,50,2
0,Female,4,UK,Mixed-Black/Asian,44,46,45,41,40,5
0,Male,4,UK,Mixed-White/Asian,31,45,58,48,40,4
0,Male,5,Australia,Mixed-Black/Asian,38,42,59,46,29,6
2,Female,4,UK,Mixed-Black/Asian,46,30,45,45,51,3
0,Male,4,UK,Mixed-Black/Asian,40,36,53,46,34,5
0,Female,3,USA,Mixed-Black/Asian,42,26,48,44,38,5
0,Female,3,New Zealand,Mixed-Black/Asian,27,42,55,41,39,5
0,Female,4,UK,Mixed-Black/Asian,24,38,47,51,49,5
0,Male,5,UK,Mixed-Black/Asian,29,45,53,54,44,5
1,Male,5,Canada,Mixed-Black/Asian,53,34,54,32,33,6
0,Female,5,UK,Mixed-White/Black,50,39,46,54,33,4
2,Female,5,UK,Mixed-Black/Asian,48,32,52,44,37,5
0,Male,3,New Zealand,Mixed-Black/Asian,53,30,33,37,55,6
0,Female,5,UK,Mixed-Black/Asian,40,38,49,37,44,5
1,Female,4,Australia,Mixed-Black/Asian,15,42,51,57,42,6
3,Female,5,UK,Mixed-Black/Asian,48,31,49,37,42,6
0,Male,5,Canada,Mixed-Black/Asian,36,50,41,48,50,5
0,Male,5,Canada,Asian,37,40,43,38,47,6
2,Female,3,New Zealand,Mixed-Black/Asian,37,43,48,39,47,4
0,Female,3,UK,Mixed-Black/Asian,52,26,44,40,21,6
0,Female,0,UK,Mixed-White/Asian,30,59,58,39,48,6
2,Female,0,UK,Asian,43,30,39,41,38,4
2,Male,0,Australia,Mixed-Black/Asian,32,37,54,44,30,6
0,Female,3,Canada,Mixed-Black/Asian,38,44,33,36,35,5
0,Female,0,New Zealand,Mixed-Black/Asian,49,31,38,26,48,4
0,Female,0,Australia,Mixed-Black/Asian,44,47,56,51,44,5
3,Female,4,UK,Mixed-Black/Asian,44,39,49,42,43,5
0,Female,5,UK,Mixed-Black/Asian,43,27,52,40,26,6
0,Male,0,UK,Mixed-Black/Asian,47,33,44,45,39,4
0,Male,4,Canada,Mixed-Black/Asian,26,55,48,35,32,5
0,Male,4,UK,Mixed-Black/Asian,19,33,47,43,37,6
0,Male,5,Canada,Mixed-Black/Asian,40,36,39,42,51,6
4,Female,5,UK,Mixed-Black/Asian,52,24,38,35,40,4
0,Male,0,UK,Mixed-Black/Asian,30,44,54,48,43,5
0,Female,4,UK,Mixed-Black/Asian,46,33,55,42,32,5
0,Female,5,UK,Mixed-Black/Asian,34,42,50,49,42,6
1,Female,4,Australia,Mixed-Black/Asian,21,44,50,43,46,4
0,Female,3,New Zealand,Mixed-Black/Asian,40,41,44,37,45,5
0,Female,4,UK,Mixed-Black/Asian,23,37,52,40,31,6
0,Female,4,UK,Mixed-Black/Asian,31,28,49,36,43,6
0,Male,4,USA,Mixed-Black/Asian,41,46,56,43,50,5
0,Male,4,Australia,Mixed-Black/Asian,26,45,56,35,24,6
0,Female,4,UK,Mixed-Black/Asian,44,32,50,48,33,5
1,Male,2,Canada,Mixed-Black/Asian,39,36,47,47,54,6
0,Female,4,Canada,Mixed-Black/Asian,44,44,40,36,31,6
2,Male,5,UK,Mixed-Black/Asian,35,33,48,50,35,5
0,Male,0,New Zealand,Mixed-Black/Asian,37,38,46,31,25,6
0,Female,0,UK,Mixed-Black/Asian,38,27,49,46,31,5
0,Male,4,UK,Mixed-Black/Asian,50,44,53,33,33,5
0,Female,4,UK,Mixed-Black/Asian,40,50,53,46,40,6
1,Male,3,UK,Mixed-Black/Asian,57,41,47,35,30,0
1,Male,2,Canada,Mixed-Black/Asian,30,37,35,48,38,5
0,Female,4,UK,Mixed-Black/Asian,48,41,50,41,32,5
1,Female,5,New Zealand,Mixed-Black/Asian,47,41,44,46,36,4
3,Female,5,Canada,Mixed-White/Asian,30,36,46,42,41,5
0,Female,0,Canada,Mixed-Black/Asian,26,51,48,48,34,4
2,Female,5,Australia,Mixed-Black/Asian,50,36,52,32,39,6
1,Male,2,Canada,Mixed-Black/Asian,42,42,43,52,48,6
1,Male,2,New Zealand,Mixed-White/Black,50,33,51,43,54,5
0,Female,4,UK,Mixed-Black/Asian,30,43,56,42,44,6
1,Male,5,Canada,Mixed-Black/Asian,25,45,39,40,46,6
0,Female,4,UK,Mixed-Black/Asian,26,43,53,54,50,6
0,Female,4,Australia,Mixed-Black/Asian,24,38,52,50,34,5
0,Male,5,UK,Mixed-Black/Asian,29,42,49,48,43,6
0,Female,4,UK,Mixed-Black/Asian,22,48,55,39,51,5
0,Male,4,Canada,Mixed-Black/Asian,33,37,44,43,46,5
3,Male,4,Canada,Mixed-Black/Asian,35,33,53,39,40,6
1,Male,0,UK,Mixed-Black/Asian,41,42,56,39,37,5
2,Male,3,Canada,Mixed-Black/Asian,42,43,49,39,35,5
0,Female,4,UK,Mixed-Black/Asian,34,43,52,38,44,6
0,Female,5,UK,Mixed-Black/Asian,44,42,42,43,41,5
0,Female,4,UK,Mixed-White/Black,31,53,57,39,32,4
3,Female,3,Canada,Mixed-Black/Asian,32,41,41,40,43,6
1,Male,2,Canada,Mixed-Black/Asian,49,42,45,43,45,5
1,Male,2,Canada,Mixed-Black/Asian,43,40,47,48,51,6
1,Male,5,Canada,Mixed-Black/Asian,40,39,46,48,46,5
1,Male,2,Canada,Mixed-Black/Asian,52,37,37,52,35,5
0,Male,5,Canada,Mixed-Black/Asian,30,43,52,53,46,6
0,Female,4,Canada,Mixed-Black/Asian,28,47,46,51,54,2
1,Male,5,Canada,Mixed-Black/Asian,44,34,42,40,40,6
1,Male,2,Canada,Mixed-Black/Asian,46,46,39,39,41,6
1,Male,5,Canada,Mixed-Black/Asian,42,41,47,51,45,6
1,Male,5,Canada,Mixed-Black/Asian,45,40,52,49,38,6
1,Male,5,Canada,Mixed-Black/Asian,40,40,38,44,46,6
0,Male,5,Canada,Mixed-Black/Asian,16,41,33,58,35,6
1,Male,0,Canada,Other,51,48,50,45,36,4
1,Male,5,Canada,Mixed-Black/Asian,38,36,35,46,31,5
1,Male,2,Canada,Mixed-Black/Asian,28,45,54,51,45,5
1,Female,2,Canada,Mixed-Black/Asian,49,31,42,46,32,6
1,Male,0,Canada,Mixed-Black/Asian,18,33,41,44,38,5
1,Male,5,Canada,Mixed-Black/Asian,30,37,50,52,50,6
1,Male,5,UK,Mixed-Black/Asian,40,38,55,41,51,5
1,Male,2,Canada,Mixed-Black/Asian,46,45,54,43,44,6
1,Male,5,Canada,Mixed-Black/Asian,46,35,44,38,47,6
1,Male,0,Canada,Mixed-Black/Asian,32,54,55,47,46,6
0,Female,0,Canada,Mixed-Black/Asian,53,30,45,31,29,5
0,Female,4,USA,Mixed-Black/Asian,25,32,40,45,44,5
0,Male,5,Canada,Black,45,35,41,45,42,5
1,Male,2,Republic of Ireland,Mixed-Black/Asian,34,38,37,54,40,6
0,Female,4,UK,Mixed-Black/Asian,32,45,55,47,42,4
1,Female,4,UK,Mixed-Black/Asian,44,37,50,38,38,4
1,Female,4,UK,Mixed-Black/Asian,34,43,51,39,44,6
3,Female,1,Republic of Ireland,Mixed-Black/Asian,35,33,46,50,34,6
0,Female,5,UK,Mixed-Black/Asian,28,51,56,46,40,6
1,Female,4,Canada,Mixed-Black/Asian,42,36,44,40,33,4
1,Male,5,UK,Mixed-Black/Asian,33,44,54,48,46,5
2,Female,3,Canada,Asian,39,42,45,42,42,5
0,Male,3,Canada,Mixed-White/Asian,36,40,45,45,53,6
0,Female,4,UK,Mixed-Black/Asian,27,51,50,34,49,5
0,Male,4,UK,Mixed-Black/Asian,43,38,41,46,35,4
0,Female,4,UK,Mixed-Black/Asian,33,49,55,39,41,4
0,Male,4,UK,Mixed-Black/Asian,48,47,42,28,37,6
3,Male,0,Canada,Mixed-Black/Asian,26,31,41,40,46,4
1,Male,2,Canada,Other,39,33,42,58,51,6
1,Male,2,Canada,Mixed-Black/Asian,40,30,38,47,44,5
4,Male,2,Canada,Mixed-Black/Asian,28,40,47,45,47,6
4,Male,3,Canada,Mixed-Black/Asian,28,36,48,45,33,5
0,Female,0,UK,Mixed-Black/Asian,48,37,48,46,41,5
0,Female,4,UK,Mixed-Black/Asian,20,47,51,37,49,6
0,Female,4,Australia,Mixed-Black/Asian,29,44,46,35,36,5
2,Male,2,Canada,Mixed-Black/Asian,34,40,40,48,45,6
3,Male,2,Canada,Mixed-Black/Asian,25,39,47,52,50,6
1,Male,2,Canada,Mixed-Black/Asian,46,33,41,51,48,5
2,Male,0,Canada,Mixed-Black/Asian,31,46,51,49,46,6
2,Male,2,Canada,Mixed-Black/Asian,29,37,38,54,48,4
3,Male,2,Canada,Mixed-Black/Asian,23,41,48,49,49,6
1,Male,2,Canada,Mixed-Black/Asian,29,46,48,50,54,5
1,Male,2,Canada,Mixed-Black/Asian,36,44,38,39,53,6
1,Male,5,UK,Asian,25,49,50,51,52,0
0,Male,2,Canada,Black,30,41,40,47,47,6
1,Male,2,Canada,Mixed-Black/Asian,26,47,52,36,51,6
1,Male,0,Canada,Mixed-Black/Asian,26,36,46,50,53,6
0,Female,4,UK,Mixed-Black/Asian,40,37,58,30,55,6
0,Male,5,Canada,Mixed-Black/Asian,39,41,35,46,49,6
1,Male,0,Canada,Mixed-Black/Asian,31,40,45,48,47,6
0,Female,3,UK,Mixed-Black/Asian,43,35,55,55,39,6
3,Male,2,Canada,Mixed-Black/Asian,19,44,47,52,52,4
1,Male,0,Canada,Mixed-Black/Asian,41,32,43,54,45,6
1,Male,5,Canada,Mixed-Black/Asian,24,36,45,46,49,4
0,Male,5,Canada,Mixed-Black/Asian,27,45,46,50,37,5
2,Male,0,Canada,Mixed-Black/Asian,19,50,47,44,47,5
4,Female,2,Canada,Mixed-Black/Asian,37,44,52,45,36,6
1,Female,2,Canada,Mixed-Black/Asian,37,41,43,46,43,5
0,Female,4,UK,Mixed-Black/Asian,25,45,52,49,45,6
1,Female,2,Canada,Mixed-Black/Asian,14,48,42,48,38,3
1,Male,4,UK,White,43,36,44,37,41,6
0,Male,5,UK,Mixed-Black/Asian,30,42,51,42,46,5
4,Male,5,UK,Mixed-Black/Asian,20,45,52,53,48,6
1,Male,2,Canada,Mixed-Black/Asian,34,34,37,51,43,5
0,Male,5,Canada,Mixed-Black/Asian,39,40,46,48,40,6
5,Female,5,Canada,Mixed-Black/Asian,20,39,42,57,45,4
4,Female,2,Canada,Mixed-Black/Asian,28,38,48,45,51,6
0,Female,4,UK,Mixed-Black/Asian,34,43,45,36,43,6
1,Male,2,UK,Mixed-Black/Asian,33,42,52,46,43,6
3,Female,4,New Zealand,Mixed-White/Asian,46,35,40,35,47,0
1,Male,4,UK,Mixed-Black/Asian,57,26,42,27,24,5
1,Female,3,New Zealand,Mixed-Black/Asian,32,37,45,40,43,5
0,Female,4,UK,Mixed-Black/Asian,40,35,46,41,32,5
0,Female,4,UK,Mixed-Black/Asian,27,49,56,43,38,4
2,Male,3,UK,Mixed-Black/Asian,35,36,31,43,40,0
1,Male,4,UK,Mixed-White/Asian,49,42,51,49,43,4
3,Male,5,UK,Mixed-Black/Asian,51,22,47,43,26,6
3,Male,0,Canada,Mixed-Black/Asian,27,40,47,44,47,6
1,Male,5,Canada,Mixed-Black/Asian,33,43,51,53,41,6
2,Female,3,UK,Mixed-Black/Asian,41,32,43,44,33,6
1,Male,0,Canada,Mixed-Black/Asian,26,49,40,49,46,6
0,Female,4,Australia,Mixed-Black/Asian,25,47,54,32,37,6
1,Male,5,Canada,Mixed-Black/Asian,35,38,37,43,47,6
0,Female,5,USA,Mixed-Black/Asian,43,40,45,36,46,5
1,Male,4,UK,Mixed-Black/Asian,31,37,45,31,32,2
1,Male,0,Canada,Mixed-Black/Asian,49,35,42,33,49,5
0,Male,2,Canada,Mixed-Black/Asian,35,47,36,40,36,6
0,Female,4,UK,Mixed-Black/Asian,50,36,41,40,30,6
3,Female,4,UK,Mixed-Black/Asian,34,38,50,44,40,5
0,Female,4,UK,Mixed-Black/Asian,55,33,43,41,29,6
0,Female,4,Canada,Mixed-Black/Asian,45,16,43,33,28,6
0,Female,4,Canada,Mixed-Black/Asian,28,33,46,39,39,5
1,Female,2,Australia,Mixed-Black/Asian,25,41,48,37,35,6
3,Male,1,UK,Mixed-Black/Asian,42,39,43,40,34,4
3,Female,5,UK,Mixed-Black/Asian,26,46,49,43,46,6
1,Female,0,UK,Mixed-White/Asian,32,43,46,39,42,3
0,Male,4,UK,Mixed-Black/Asian,42,41,50,29,42,5
0,Female,5,UK,Mixed-Black/Asian,40,26,52,42,38,4
1,Female,5,UK,Mixed-Black/Asian,31,43,55,41,39,5
0,Male,5,UK,Mixed-White/Black,31,40,44,44,38,5
2,Male,3,UK,Mixed-Black/Asian,52,19,48,51,36,5
3,Male,0,Canada,Mixed-Black/Asian,36,50,53,47,54,4
0,Male,0,Canada,Mixed-Black/Asian,59,21,53,38,25,5
0,Male,5,Canada,Mixed-Black/Asian,46,35,52,31,39,6
1,Male,3,UK,Mixed-Black/Asian,43,31,51,47,42,5
1,Female,4,UK,Mixed-Black/Asian,45,24,45,40,35,6
0,Female,5,UK,Mixed-Black/Asian,43,34,56,44,32,6
0,Female,1,UK,Mixed-Black/Asian,56,35,48,39,41,5
0,Female,4,UK,Mixed-White/Black,34,36,40,39,38,3
1,Female,0,UK,Mixed-Black/Asian,48,22,48,41,27,6
0,Female,4,UK,Mixed-Black/Asian,46,37,46,34,33,6
0,Female,0,UK,Mixed-Black/Asian,28,52,56,36,39,5
3,Female,0,UK,Mixed-Black/Asian,42,30,55,37,38,6
0,Female,3,UK,Mixed-Black/Asian,36,28,57,37,43,5
0,Female,4,UK,Mixed-Black/Asian,33,34,37,34,27,1
0,Female,4,Australia,Mixed-Black/Asian,49,38,45,42,32,6
0,Female,3,UK,Mixed-Black/Asian,49,28,53,37,31,6
1,Female,3,UK,Mixed-Black/Asian,35,19,54,52,45,3
0,Female,4,UK,Mixed-Black/Asian,44,53,57,44,37,6
0,Female,0,UK,Mixed-Black/Asian,51,23,54,46,31,5
0,Female,0,USA,Mixed-Black/Asian,44,48,48,35,35,3
0,Female,0,UK,Mixed-Black/Asian,41,48,54,40,38,5
0,Female,4,UK,Mixed-Black/Asian,45,40,53,35,30,5
0,Male,5,Canada,Mixed-Black/Asian,20,52,50,33,43,5
0,Female,4,UK,Mixed-Black/Asian,22,46,56,43,41,6
0,Female,1,Other,Mixed-Black/Asian,25,33,53,51,38,6
1,Male,5,UK,Mixed-White/Asian,34,46,54,48,40,6
0,Female,4,UK,Mixed-Black/Asian,46,27,50,42,22,4
0,Female,4,UK,Mixed-White/Asian,27,48,43,39,42,6
1,Female,0,USA,Mixed-Black/Asian,36,42,39,45,37,6
2,Male,4,Republic of Ireland,Mixed-Black/Asian,39,40,40,39,38,5
0,Male,4,UK,Mixed-White/Asian,31,45,48,55,53,6
0,Male,4,UK,Mixed-Black/Asian,37,33,38,46,33,4
0,Male,4,UK,Mixed-White/Asian,36,51,42,40,55,5
0,Female,4,UK,Mixed-Black/Asian,47,35,52,49,35,4
0,Male,4,UK,Mixed-Black/Asian,42,39,57,52,43,5
0,Female,4,UK,Mixed-Black/Asian,22,48,39,46,48,6
1,Female,4,UK,Mixed-Black/Asian,44,18,48,34,26,5
0,Female,4,Canada,Mixed-Black/Asian,34,37,41,38,29,6
0,Female,4,UK,Mixed-Black/Asian,44,45,52,47,36,5
0,Male,4,UK,Mixed-Black/Asian,46,33,52,44,41,6
0,Female,0,UK,Mixed-White/Asian,33,26,48,39,33,4
0,Male,4,UK,Mixed-Black/Asian,50,41,52,43,46,6
1,Female,5,Canada,Mixed-Black/Asian,25,36,34,45,50,0
1,Male,2,Canada,Mixed-Black/Asian,29,33,50,45,50,4
1,Male,3,Canada,Mixed-Black/Asian,31,40,38,45,42,5
4,Male,3,Canada,Mixed-Black/Asian,40,29,33,37,39,3
3,Male,4,Canada,Mixed-Black/Asian,34,33,37,39,45,4
3,Male,3,Canada,Mixed-Black/Asian,30,36,37,49,48,5
0,Female,4,Canada,Mixed-Black/Asian,35,22,40,31,39,6
1,Female,2,Canada,Mixed-Black/Asian,22,47,46,43,51,5
0,Male,2,Canada,Mixed-Black/Asian,39,45,39,45,44,4
1,Male,4,Canada,Mixed-Black/Asian,24,50,42,53,49,6
4,Male,5,Canada,Mixed-Black/Asian,20,50,49,48,52,4
0,Male,5,Canada,Other,27,39,40,38,50,6
1,Male,2,Canada,Black,43,41,41,37,49,5
2,Male,5,Canada,Mixed-Black/Asian,42,29,44,45,41,6
3,Male,1,Canada,Mixed-Black/Asian,38,38,37,39,40,6
2,Female,3,Canada,Mixed-Black/Asian,43,29,40,42,33,6
2,Male,5,Canada,Mixed-Black/Asian,35,51,26,38,56,5
3,Male,3,Canada,Mixed-Black/Asian,31,38,36,52,54,6
2,Male,3,Canada,Mixed-Black/Asian,44,45,48,51,44,5
3,Male,3,Canada,Mixed-Black/Asian,57,20,44,37,36,6
2,Female,2,Canada,Mixed-Black/Asian,22,45,54,54,42,5
1,Female,5,Canada,Mixed-Black/Asian,35,43,38,38,40,5
1,Male,2,Canada,Mixed-Black/Asian,26,48,43,42,42,5
3,Female,3,Canada,Mixed-Black/Asian,28,37,46,54,47,5
0,Male,4,Canada,Mixed-Black/Asian,30,38,40,47,46,6
1,Male,2,Canada,Mixed-Black/Asian,39,40,44,47,45,5
3,Male,3,Canada,Mixed-Black/Asian,46,42,51,53,38,5
2,Male,5,Canada,Mixed-Black/Asian,35,46,38,49,52,6
2,Male,4,Canada,Mixed-Black/Asian,33,41,33,40,45,6
1,Male,2,Canada,Mixed-Black/Asian,33,45,42,52,48,5
3,Male,5,Canada,Mixed-Black/Asian,26,39,38,40,46,6
3,Male,2,Canada,Mixed-Black/Asian,40,37,55,51,47,5
2,Male,0,Canada,Mixed-Black/Asian,31,41,43,51,46,5
3,Male,3,Canada,Mixed-Black/Asian,42,29,29,37,43,4
2,Male,2,Canada,Mixed-Black/Asian,33,39,37,46,51,6
2,Female,3,Canada,Mixed-Black/Asian,39,31,46,48,43,5
2,Male,2,Canada,Mixed-Black/Asian,43,54,47,54,43,0
1,Male,5,Canada,Mixed-Black/Asian,37,47,47,42,46,6
2,Male,5,Canada,Mixed-Black/Asian,36,39,52,41,46,6
2,Male,3,Canada,Mixed-Black/Asian,32,45,34,39,45,6
2,Female,0,Canada,Mixed-Black/Asian,24,53,42,39,43,5
2,Female,3,Canada,Mixed-Black/Asian,19,49,46,45,48,6
2,Male,5,Canada,Mixed-Black/Asian,44,35,40,52,49,5
3,Male,3,Canada,Mixed-Black/Asian,19,45,39,58,49,5
3,Male,5,Canada,Mixed-Black/Asian,28,52,43,50,45,0
2,Male,0,Canada,Mixed-Black/Asian,36,45,48,43,41,5
1,Male,5,Canada,Mixed-Black/Asian,33,47,43,42,45,6
1,Male,5,Canada,Mixed-Black/Asian,30,51,52,43,40,5
4,Male,4,Canada,Mixed-Black/Asian,35,44,47,46,45,5
2,Male,5,Canada,Mixed-Black/Asian,29,42,39,47,43,5
1,Male,2,Canada,Mixed-Black/Asian,28,48,33,44,47,5
1,Male,3,Canada,Mixed-Black/Asian,25,47,36,45,42,6
1,Male,3,Canada,Mixed-Black/Asian,29,46,38,42,46,5
1,Female,2,Canada,Mixed-Black/Asian,37,44,47,37,52,6
4,Male,2,Canada,Mixed-Black/Asian,39,43,53,41,36,5
1,Male,5,Canada,Mixed-Black/Asian,35,56,57,49,35,6
3,Female,0,Canada,Mixed-Black/Asian,32,52,46,48,50,5
1,Male,5,Canada,Black,33,53,30,37,41,5
2,Male,3,Canada,Mixed-Black/Asian,22,49,49,46,46,6
2,Male,2,Canada,Mixed-Black/Asian,28,42,46,42,49,5
1,Female,4,UK,Mixed-Black/Asian,33,32,59,37,37,4
1,Male,5,Canada,Mixed-Black/Asian,34,32,34,49,47,6
3,Male,5,Canada,Mixed-Black/Asian,38,44,39,48,38,5
1,Male,5,Canada,Mixed-Black/Asian,32,37,36,50,48,6
2,Male,5,Canada,Other,37,48,39,46,42,6
1,Female,4,Canada,Mixed-Black/Asian,15,54,48,33,46,6
2,Male,0,Canada,Mixed-Black/Asian,25,43,54,50,57,6
4,Female,3,Canada,Mixed-Black/Asian,42,29,35,48,39,6
1,Female,2,Canada,Mixed-Black/Asian,41,40,51,47,40,6
3,Female,3,Canada,Mixed-Black/Asian,39,41,38,47,46,6
1,Female,4,UK,Mixed-Black/Asian,39,38,53,41,35,4
3,Female,3,Canada,Mixed-Black/Asian,37,40,43,39,47,5
1,Female,5,Canada,Asian,49,38,39,41,40,5
2,Female,3,Canada,Mixed-Black/Asian,22,39,50,46,49,4
2,Female,5,Canada,Mixed-Black/Asian,41,34,37,47,35,6
3,Female,2,Canada,Mixed-Black/Asian,37,35,45,38,40,5
